Index,ex_scene_encode,ex_scene_size,ex_object_encode,ex_object_size,ex_target_pos,ex_condition_encode,ex_lure,ex_lure_size,ex_lure_pos,ex_new,ex_new_scene_size,jitter_ITI,thisN,thisTrialN,thisRepN,slider_example.response,slider_example.rt,key_ex_rate.keys,key_ex_rate.rt,key_ex_rate.duration,Scene,Scene_Size,Condition_Encode,Object_Encode,Object_Size,Condition_Old,Correct_Key_Old,Obj_Lure,Lure_size,Target_pos,Lure_pos,Correct_key_AFC,slider_cong.response,slider_cong.rt,key_rate.keys,key_rate.rt,key_rate.duration,ex_scene_old_new,scene_size,condition_encode,key_ex_old.keys,key_ex_old.rt,key_ex_old.duration,key_item.keys,key_item.corr,key_item.rt,key_item.duration,key_ex_2AFC.keys,key_ex_2AFC.rt,key_ex_2AFC.duration,key_2AFC.keys,key_2AFC.corr,key_2AFC.rt,key_2AFC.duration,exemplo_PAL.thisRepN,exemplo_PAL.thisTrialN,exemplo_PAL.thisN,exemplo_PAL.thisIndex,trial_encode.thisRepN,trial_encode.thisTrialN,trial_encode.thisN,trial_encode.thisIndex,trial_ex_old.thisRepN,trial_ex_old.thisTrialN,trial_ex_old.thisN,trial_ex_old.thisIndex,trial_item.thisRepN,trial_item.thisTrialN,trial_item.thisN,trial_item.thisIndex,trial_ex_2AFC.thisRepN,trial_ex_2AFC.thisTrialN,trial_ex_2AFC.thisN,trial_ex_2AFC.thisIndex,trial_asso.thisRepN,trial_asso.thisTrialN,trial_asso.thisN,trial_asso.thisIndex,thisRow.t,notes,Welcome.started,text_hi.started,key_welcome.started,Welcome.stopped,Explanation_PAL.started,text_Explain_PAL.started,key_explain_PAL.started,Explanation_PAL.stopped,Explain_Rating.started,text_explain_rate.started,key_explain_rate.started,Explain_Rating.stopped,blank.started,image_blank.started,cross_25.started,cross_25.stopped,image_blank.stopped,blank.stopped,Example_PAL.started,image_ex_scene.started,image_ex_object.started,slider_example.started,text_example.started,key_ex_rate.started,slider_example.stopped,text_example.stopped,key_ex_rate.stopped,Example_PAL.stopped,exemplo_PAL.slider_example.response,exemplo_PAL.slider_example.rt,exemplo_PAL.key_ex_rate.keys,exemplo_PAL.key_ex_rate.rt,exemplo_PAL.key_ex_rate.duration,Start_PAL.started,text_end_ex.started,text_start_PAL.started,key_start_PAL.started,text_end_ex.stopped,Start_PAL.stopped,key_start_PAL.keys,key_start_PAL.rt,key_start_PAL.duration,Encode.started,image_scene_encode.started,image_object_encode.started,text_rating.started,slider_cong.started,key_rate.started,text_rating.stopped,slider_cong.stopped,key_rate.stopped,Encode.stopped,trial_encode.slider_cong.response,trial_encode.slider_cong.rt,trial_encode.key_rate.keys,trial_encode.key_rate.rt,trial_encode.key_rate.duration,image_scene_encode.stopped,image_object_encode.stopped,Pause_1.started,text_pausa1.started,Pause_1.stopped,n_trials_total,n_go,n_nogo,hits,misses,correct_rejections,false_alarms,go_accuracy_percent,nogo_accuracy_percent,mean_rt_go_correct,Go_Nogo_task.started,Go_Nogo_task.stopped,Cog_Oral.started,text_endGo.started,text_call.started,text_endGo.stopped,key_end_cog.started,text_call.stopped,Cog_Oral.stopped,key_end_cog.keys,key_end_cog.rt,key_end_cog.duration,Retomar.started,text_retomar.started,key_resp.started,Retomar.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Explanation_Recall.started,text_explain_recall.started,key_continue.started,Explanation_Recall.stopped,Explain_Old_New.started,text_explain_old_new.started,key_explain_old.started,Explain_Old_New.stopped,key_explain_old.keys,key_explain_old.rt,key_explain_old.duration,Exemplo_old.started,image_exemplo_old_new.started,key_ex_old.started,text_ex_old.started,image_exemplo_old_new.stopped,key_ex_old.stopped,text_ex_old.stopped,Exemplo_old.stopped,trial_ex_old.key_ex_old.keys,trial_ex_old.key_ex_old.rt,trial_ex_old.key_ex_old.duration,Start_Recall.started,text_start_recall.started,key_start_recall.started,Start_Recall.stopped,key_start_recall.keys,key_start_recall.rt,key_start_recall.duration,Old_New_Task.started,image_old_new.started,key_item.started,text_item.started,image_old_new.stopped,key_item.stopped,text_item.stopped,Old_New_Task.stopped,trial_item.key_item.keys,trial_item.key_item.corr,trial_item.key_item.rt,trial_item.key_item.duration,End_Old_New.started,text_end_item.started,key_resp_2.started,End_Old_New.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Explain_2AFC.started,text_explain_2afc.started,key_end_explain_2afc.started,Explain_2AFC.stopped,key_end_explain_2afc.keys,key_end_explain_2afc.rt,key_end_explain_2afc.duration,Exemplo_2AFC.started,image_ex_2AFC.started,image_ex_target.started,image_ex_lure.started,key_ex_2AFC.started,Exemplo_2AFC.stopped,trial_ex_2AFC.key_ex_2AFC.keys,trial_ex_2AFC.key_ex_2AFC.rt,trial_ex_2AFC.key_ex_2AFC.duration,trial_2AFC.started,image_scene_2AFC.started,key_2AFC.started,image_target.started,image_lure.started,trial_2AFC.stopped,trial_asso.key_2AFC.keys,trial_asso.key_2AFC.corr,trial_asso.key_2AFC.rt,trial_asso.key_2AFC.duration,image_scene_2AFC.stopped,key_2AFC.stopped,image_target.stopped,image_lure.stopped,end.started,text_end.started,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,,,,,,,,,,,,2.05,37,37,0,,,,,,Scenes_Dataset/waiting_room_A.jpg,"(600, 450)",Congruent,Objects_Dataset/clock.png,"(250, 248)",old,left,Objects_Dataset/water_dispenser.png,"(300, 300)","(300, -200)","(300, 200)",down,,,,,,,,,,,,left,1,0.8725939999994807,0.10395220000009431,,,,,,,,,,,,,,,,,,,,0,37,37,1,,,,,,,,,1753.6018132,,,,,,,,,,,,,,1753.5861008000002,1753.6018132,1755.8185844999998,1756.0710435,1755.6528216999995,1756.0532569999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1756.0670589000001,1756.0710435,1756.0710435,1756.0710435,,,,1759.0692897,left,1,0.8725939999994807,0.10395220000009431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
53,,,,,,,,,,,,2,38,38,0,,,,,,Scenes_Dataset/operating_room_A.jpg,"(600, 416)",Incongruent,Objects_Dataset/rope.png,"(300, 248)",old,left,Objects_Dataset/scooter_retouched.png,"(311, 350)","(300, 200)","(300, -200)",up,,,,,,,,,,,,right,0,2.2784241999997903,0.14381700000012643,,,,,,,,,,,,,,,,,,,,0,38,38,52,,,,,,,,,1759.0851955999997,,,,,,,,,,,,,,1759.0698831999998,1759.0851955999997,1761.3188006999999,1761.5693155,1761.0852258000004,1761.5525962000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.5656651,1761.5693155,1761.5693155,1761.5693155,1764.5689057999998,1764.5689057999998,1764.5689057999998,1764.5529526,right,0,2.2784241999997903,0.14381700000012643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
56,,,,,,,,,,,,2.15,39,39,0,,,,,,Scenes_Dataset/fountain_A.jpg,"(600, 443)",Incongruent,Objects_Dataset/plasticine.png,"(250, 167)",old,left,Objects_Dataset/hands_dryer.png,"(350, 267)","(300, 200)","(300, -200)",up,,,,,,,,,,,,left,1,0.968087000000196,0.13592920000064623,,,,,,,,,,,,,,,,,,,,0,39,39,55,,,,,,,,,1764.5689057999998,,,,,,,,,,,,,,1764.5545056,1764.5689057999998,1766.8022041000004,1767.0555305999997,1766.7191429000004,1767.0360297999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1767.0517597999997,1767.0555305999997,1767.0555305999997,1767.0555305999997,,,,1770.0526719,left,1,0.968087000000196,0.13592920000064623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
64,,,,,,,,,,,,2.3,40,40,0,,,,,,Scenes_Dataset/building_entrance_B.jpg,"(600, 398)",Lure,None,None,new,right,None,None,None,None,None,,,,,,,,,,,,right,1,2.4157076000001325,0.08769439999923634,,,,,,,,,,,,,,,,,,,,0,40,40,63,,,,,,,,,1770.0687592000004,,,,,,,,,,,,,,1770.0532421999997,1770.0687592000004,1772.2854207999999,1772.5361769,1772.3688037000002,1772.5192881000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772.5319992000004,1772.5361769,1772.5361769,1772.5361769,,,,1775.5195889999995,right,1,2.4157076000001325,0.08769439999923634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
15,,,,,,,,,,,,2.7,41,41,0,,,,,,Scenes_Dataset/river_A.jpg,"(600, 450)",Congruent,Objects_Dataset/kayak.png,"(450, 338)",old,left,Objects_Dataset/paddle.png,"(300, 299)","(300, -200)","(300, 200)",down,,,,,,,,,,,,left,1,0.8459587999996074,0.1519508000001224,,,,,,,,,,,,,,,,,,,,0,41,41,14,,,,,,,,,1775.5355926000002,,,,,,,,,,,,,,1775.5206881000004,1775.5355926000002,1777.7691824000003,1778.0187456000003,1778.2417035999997,1778.2193131000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778.2379143999997,1778.2417035999997,1778.2417035999997,1778.2417035999997,,,,1781.2358019000003,left,1,0.8459587999996074,0.1519508000001224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
47,,,,,,,,,,,,3,42,42,0,,,,,,Scenes_Dataset/entrance_hall_B.jpg,"(600, 421)",Incongruent,Objects_Dataset/movie_reels.png,"(350, 268)",old,left,Objects_Dataset/payment_terminal.png,"(285, 300)","(300, 200)","(300, -200)",up,,,,,,,,,,,,left,1,0.9771593000004941,0.14387269999951968,,,,,,,,,,,,,,,,,,,,0,42,42,46,,,,,,,,,1781.2523113999996,,,,,,,,,,,,,,1781.2365487999996,1781.2523113999996,1783.4694091000001,1783.7189537000004,1784.2545903,1784.2361050999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784.2508226,1784.2545903,1784.2545903,1784.2545903,,,,1787.2527039999995,left,1,0.9771593000004941,0.14387269999951968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
90,,,,,,,,,,,,2.3,43,43,0,,,,,,Scenes_Dataset/laundry_A.jpg,"(600, 408)",Lure,None,None,new,right,None,None,None,None,None,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,0,43,43,89,,,,,,,,,1787.2691013000003,,,,,,,,,,,,,,1787.2533893999998,1787.2691013000003,1789.4857908000004,1789.7355920999998,1789.5694065999996,1789.7195803000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1789.7313664000003,1789.7355920999998,1789.7355920999998,1789.7355920999998,,,,1792.7216472999999,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
10,,,,,,,,,,,,2.45,44,44,0,,,,,,Scenes_Dataset/toy_store_B.jpg,"(600, 415)",Congruent,Objects_Dataset/doll.png,"(191, 300)",old,left,Objects_Dataset/abacus.png,"(185, 200)","(300, -200)","(300, 200)",down,,,,,,,,,,,,left,1,2.640883300000496,0.11193079999975453,,,,,,,,,,,,,,,,,,,,0,44,44,9,,,,,,,,,1792.7357776999997,,,,,,,,,,,,,,1792.7223382000002,1792.7357776999997,1794.9693058000003,1795.2228573000002,1795.1860747,1795.2031145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795.2164007000001,1795.2228573000002,1795.2228573000002,1795.2228573000002,,,,1798.2198632,left,1,2.640883300000496,0.11193079999975453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
37,,,,,,,,,,,,2.5,45,45,0,,,,,,Scenes_Dataset/vault_A.jpg,"(600, 398)",Incongruent,Objects_Dataset/fan.png,"(350, 350)",old,left,Objects_Dataset/cactus.png,"(300, 248)","(300, 200)","(300, -200)",up,,,,,,,,,,,,left,1,1.3670084999994288,0.15180010000040056,,,,,,,,,,,,,,,,,,,,0,45,45,36,,,,,,,,,1798.2362093000002,,,,,,,,,,,,,,1798.2204798000002,1798.2362093000002,1800.4527480999996,1800.7027109,1800.736884,1800.7198796000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800.7331906999998,1800.736884,1800.736884,1800.736884,1803.7378626999998,1803.7378626999998,1803.7378626999998,1803.7197964999996,left,1,1.3670084999994288,0.15180010000040056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
82,,,,,,,,,,,,3.2,46,46,0,,,,,,Scenes_Dataset/classroom_A.jpg,"(600, 450)",Lure,None,None,new,right,None,None,None,None,None,,,,,,,,,,,,right,1,1.7164434999995137,0.1920060000002195,,,,,,,,,,,,,,,,,,,,0,46,46,81,,,,,,,,,1803.7378626999998,,,,,,,,,,,,,,1803.7203603999997,1803.7378626999998,1805.9696422999996,1806.2196831,1806.9554391000001,1806.9368754999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1806.9513215999996,1806.9554391000001,1806.9554391000001,1806.9554391000001,,,,1809.9533048000003,right,1,1.7164434999995137,0.1920060000002195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
33,,,,,,,,,,,,2.3,47,47,0,,,,,,Scenes_Dataset/ice_rink_A.jpg,"(600, 450)",Incongruent,Objects_Dataset/paper_towel_dispenser.png,"(300, 400)",old,left,Objects_Dataset/saxophone.png,"(250, 250)","(300, 200)","(300, -200)",up,,,,,,,,,,,,left,1,1.5235756000001857,0.10412709999945946,,,,,,,,,,,,,,,,,,,,0,47,47,32,,,,,,,,,1809.9697263999997,,,,,,,,,,,,,,1809.9539881,1809.9697263999997,1812.1864107000001,1812.4359125,1812.2697839000002,1812.420048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812.4266859999998,1812.4359125,1812.4359125,1812.4359125,1815.4361933,1815.4361933,1815.4361933,1815.4201033,left,1,1.5235756000001857,0.10412709999945946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
30,,,,,,,,,,,,2.15,48,48,0,,,,,,Scenes_Dataset/locker_room_B.jpg,"(600, 399)",Congruent,Objects_Dataset/locker.png,"(264, 400)",old,left,Objects_Dataset/slippers.png,"(280, 300)","(300, -200)","(300, 200)",down,,,,,,,,,,,,left,1,0.8146006999995734,0.11191229999985808,,,,,,,,,,,,,,,,,,,,0,48,48,29,,,,,,,,,1815.4361933,,,,,,,,,,,,,,1815.4209030000002,1815.4361933,1817.6725170999998,1817.9371413,1817.5861453999996,1817.9201423000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1817.933666,1817.9371413,1817.9371413,1817.9371413,1820.9362475999997,1820.9362475999997,1820.9362475999997,1820.9199894000003,left,1,0.8146006999995734,0.11191229999985808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
3,,,,,,,,,,,,2.1,49,49,0,,,,,,Scenes_Dataset/car_interior_A.jpg,"(600, 389)",Congruent,Objects_Dataset/car_mat.png,"(230, 258)",old,left,Objects_Dataset/car_key.png,"(300, 125)","(300, -200)","(300, 200)",down,,,,,,,,,,,,left,1,2.811472600000343,0.11200300000018615,,,,,,,,,,,,,,,,,,,,0,49,49,2,,,,,,,,,1820.9362475999997,,,,,,,,,,,,,,1820.9206243999997,1820.9362475999997,1823.1703711,1823.4201897000003,1823.0361666,1823.4034283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1823.4167063000004,1823.4201897000003,1823.4201897000003,1823.4201897000003,1826.4196543999997,1826.4196543999997,1826.4196543999997,1826.4034591999998,left,1,2.811472600000343,0.11200300000018615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
35,,,,,,,,,,,,2.4,50,50,0,,,,,,Scenes_Dataset/dentist_A.jpg,"(600, 400)",Incongruent,Objects_Dataset/basketball.png,"(282, 300)",old,left,Objects_Dataset/chandelier_retouched.png,"(250, 300)","(300, 200)","(300, -200)",up,,,,,,,,,,,,left,1,0.7585061999998288,0.11997580000024755,,,,,,,,,,,,,,,,,,,,0,50,50,34,,,,,,,,,1826.4196543999997,,,,,,,,,,,,,,1826.4040127999997,1826.4196543999997,1828.6528230000004,1828.9051128,1828.8194475,1828.8877220000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1828.9014072,1828.9051128,1828.9051128,1828.9051128,,,,1831.8881351,left,1,0.7585061999998288,0.11997580000024755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
46,,,,,,,,,,,,2.95,51,51,0,,,,,,Scenes_Dataset/skate_park_A.jpg,"(600, 450)",Incongruent,Objects_Dataset/paddle.png,"(300, 299)",old,left,Objects_Dataset/fan.png,"(350, 350)","(300, 200)","(300, -200)",up,,,,,,,,,,,,left,1,0.9584978000002593,0.13596989999950893,,,,,,,,,,,,,,,,,,,,0,51,51,45,,,,,,,,,1831.9028489000002,,,,,,,,,,,,,,1831.8887332000004,1831.9028489000002,1834.1529183000002,1834.4028731999997,1834.8571413999998,1834.8366310000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1834.8533631999999,1834.8571413999998,1834.8571413999998,1834.8571413999998,,,,1837.8532379999997,left,1,0.9584978000002593,0.13596989999950893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
31,,,,,,,,,,,,2.2,52,52,0,,,,,,Scenes_Dataset/balcony.jpg,"(600, 450)",Incongruent,Objects_Dataset/car_key.png,"(300, 125)",old,left,Objects_Dataset/staple_puller_retouched.png,"(400, 400)","(300, 200)","(300, -200)",up,,,,,,,,,,,,left,1,1.8557411000001593,0.11232180000024528,,,,,,,,,,,,,,,,,,,,0,52,52,30,,,,,,,,,1837.8695907000001,,,,,,,,,,,,,,1837.8539662000003,1837.8695907000001,1840.0863135,1840.3360188999995,1840.0696846,1840.3202525999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840.3279116000003,1840.3360188999995,1840.3360188999995,1840.3360188999995,1843.3364435000003,1843.3364435000003,1843.3364435000003,1843.3205801000004,left,1,1.8557411000001593,0.11232180000024528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
23,,,,,,,,,,,,3.1,53,53,0,,,,,,Scenes_Dataset/desert_A.jpg,"(600, 375)",Congruent,Objects_Dataset/cactus.png,"(300, 248)",old,left,Objects_Dataset/canteen.png,"(150, 250)","(300, -200)","(300, 200)",down,,,,,,,,,,,,left,1,0.819018899999719,0.12812599999961094,,,,,,,,,,,,,,,,,,,,0,53,53,22,,,,,,,,,1843.3364435000003,,,,,,,,,,,,,,1843.3211383999997,1843.3364435000003,1845.5698356000003,1845.8203192,1846.4367597,1846.4203541999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1846.4332377,1846.4367597,1846.4367597,1846.4367597,1849.4366854,1849.4366854,1849.4366854,1849.4205064999996,left,1,0.819018899999719,0.12812599999961094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
27,,,,,,,,,,,,2,54,54,0,,,,,,Scenes_Dataset/toilet_A.jpg,"(600, 450)",Congruent,Objects_Dataset/toothbrush.png,"(300, 215)",old,left,Objects_Dataset/hairdryer_retouched.png,"(250, 241)","(300, -200)","(300, 200)",down,,,,,,,,,,,,left,1,0.9910706999999093,0.1279234000003271,,,,,,,,,,,,,,,,,,,,0,54,54,26,,,,,,,,,1849.4366854,,,,,,,,,,,,,,1849.4210667999996,1849.4366854,1851.6698273000002,1851.9206723999996,1851.4367000000002,1851.9035765999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1851.9161027999999,1851.9206723999996,1851.9206723999996,1851.9206723999996,1854.9201660999997,1854.9201660999997,1854.9201660999997,1854.9037001999995,left,1,0.9910706999999093,0.1279234000003271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
7,,,,,,,,,,,,2.3,55,55,0,,,,,,Scenes_Dataset/snow_B.jpg,"(600, 450)",Congruent,Objects_Dataset/wool_cap.png,"(250, 250)",old,left,Objects_Dataset/eskimo_coat.png,"(300, 300)","(300, -200)","(300, 200)",down,,,,,,,,,,,,left,1,0.8446222000002308,0.1119392999999036,,,,,,,,,,,,,,,,,,,,0,55,55,6,,,,,,,,,1854.9201660999997,,,,,,,,,,,,,,1854.9042486999997,1854.9201660999997,1857.1534771999995,1857.4030783999997,1857.2199328999995,1857.3872105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1857.3954274999996,1857.4030783999997,1857.4030783999997,1857.4030783999997,,,,1860.3875503,left,1,0.8446222000002308,0.1119392999999036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
21,,,,,,,,,,,,3,56,56,0,,,,,,Scenes_Dataset/pharmacy_A.jpg,"(600, 461)",Congruent,Objects_Dataset/pills.png,"(216, 250)",old,left,Objects_Dataset/thermometer.png,"(300, 199)","(300, -200)","(300, 200)",down,,,,,,,,,,,,left,1,0.9930852999996205,0.09591439999985596,,,,,,,,,,,,,,,,,,,,0,56,56,20,,,,,,,,,1860.4033286000003,,,,,,,,,,,,,,1860.3881198,1860.4033286000003,1862.6368362000003,1862.8867123999999,1863.4068512000003,1863.3874458999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1863.4030432,1863.4068512000003,1863.4068512000003,1863.4068512000003,,,,1866.4040128999995,left,1,0.9930852999996205,0.09591439999985596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
77,,,,,,,,,,,,2.95,57,57,0,,,,,,Scenes_Dataset/trash_A.jpg,"(600, 424)",Lure,None,None,new,right,None,None,None,None,None,,,,,,,,,,,,right,1,2.615219600000273,0.10402580000027228,,,,,,,,,,,,,,,,,,,,0,57,57,76,,,,,,,,,1866.4202594999997,,,,,,,,,,,,,,1866.4047497000001,1866.4202594999997,1868.6372299000004,1868.8867665999996,1869.3763415000003,1869.3539921000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1869.3699631,1869.3763415000003,1869.3763415000003,1869.3763415000003,,,,1872.3734443000003,right,1,2.615219600000273,0.10402580000027228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
