Index,ex_scene_encode,ex_scene_size,ex_object_encode,ex_object_size,ex_target_pos,ex_condition_encode,ex_lure,ex_lure_size,ex_lure_pos,ex_new,ex_new_scene_size,jitter_ITI,thisN,thisTrialN,thisRepN,slider_example.response,slider_example.rt,key_ex_rate.keys,key_ex_rate.rt,key_ex_rate.duration,Scene,Scene_Size,Condition_Encode,Object_Encode,Object_Size,Condition_Old,Correct_Key_Old,Obj_Lure,Lure_size,Target_pos,Lure_pos,Correct_key_AFC,slider_cong.response,slider_cong.rt,key_rate.keys,key_rate.rt,key_rate.duration,ex_scene_old_new,scene_size,condition_encode,key_ex_old.keys,key_ex_old.rt,key_ex_old.duration,key_item.keys,key_item.corr,key_item.rt,key_item.duration,key_ex_2AFC.keys,key_ex_2AFC.rt,key_ex_2AFC.duration,key_2AFC.keys,key_2AFC.corr,key_2AFC.rt,key_2AFC.duration,exemplo_PAL.thisRepN,exemplo_PAL.thisTrialN,exemplo_PAL.thisN,exemplo_PAL.thisIndex,trial_encode.thisRepN,trial_encode.thisTrialN,trial_encode.thisN,trial_encode.thisIndex,trial_ex_old.thisRepN,trial_ex_old.thisTrialN,trial_ex_old.thisN,trial_ex_old.thisIndex,trial_item.thisRepN,trial_item.thisTrialN,trial_item.thisN,trial_item.thisIndex,trial_ex_2AFC.thisRepN,trial_ex_2AFC.thisTrialN,trial_ex_2AFC.thisN,trial_ex_2AFC.thisIndex,trial_asso.thisRepN,trial_asso.thisTrialN,trial_asso.thisN,trial_asso.thisIndex,thisRow.t,notes,Welcome.started,text_hi.started,key_welcome.started,Welcome.stopped,Explanation_PAL.started,text_Explain_PAL.started,key_explain_PAL.started,Explanation_PAL.stopped,Explain_Rating.started,text_explain_rate.started,key_explain_rate.started,Explain_Rating.stopped,blank.started,image_blank.started,cross_25.started,cross_25.stopped,image_blank.stopped,blank.stopped,Example_PAL.started,image_ex_scene.started,image_ex_object.started,slider_example.started,text_example.started,key_ex_rate.started,slider_example.stopped,text_example.stopped,key_ex_rate.stopped,Example_PAL.stopped,exemplo_PAL.slider_example.response,exemplo_PAL.slider_example.rt,exemplo_PAL.key_ex_rate.keys,exemplo_PAL.key_ex_rate.rt,exemplo_PAL.key_ex_rate.duration,Start_PAL.started,text_end_ex.started,text_start_PAL.started,key_start_PAL.started,text_end_ex.stopped,Start_PAL.stopped,key_start_PAL.keys,key_start_PAL.rt,key_start_PAL.duration,Encode.started,image_scene_encode.started,image_object_encode.started,text_rating.started,slider_cong.started,key_rate.started,text_rating.stopped,slider_cong.stopped,key_rate.stopped,Encode.stopped,trial_encode.slider_cong.response,trial_encode.slider_cong.rt,trial_encode.key_rate.keys,trial_encode.key_rate.rt,trial_encode.key_rate.duration,image_scene_encode.stopped,image_object_encode.stopped,Pause_1.started,text_pausa1.started,Pause_1.stopped,n_trials_total,n_go,n_nogo,hits,misses,correct_rejections,false_alarms,go_accuracy_percent,nogo_accuracy_percent,mean_rt_go_correct,Go_Nogo_task.started,Go_Nogo_task.stopped,Cog_Oral.started,text_endGo.started,text_call.started,text_endGo.stopped,key_end_cog.started,text_call.stopped,Cog_Oral.stopped,key_end_cog.keys,key_end_cog.rt,key_end_cog.duration,Retomar.started,text_retomar.started,key_resp.started,Retomar.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Explanation_Recall.started,text_explain_recall.started,key_continue.started,Explanation_Recall.stopped,Explain_Old_New.started,text_explain_old_new.started,key_explain_old.started,Explain_Old_New.stopped,key_explain_old.keys,key_explain_old.rt,key_explain_old.duration,Exemplo_old.started,image_exemplo_old_new.started,key_ex_old.started,text_ex_old.started,image_exemplo_old_new.stopped,key_ex_old.stopped,text_ex_old.stopped,Exemplo_old.stopped,trial_ex_old.key_ex_old.keys,trial_ex_old.key_ex_old.rt,trial_ex_old.key_ex_old.duration,Start_Recall.started,text_start_recall.started,key_start_recall.started,Start_Recall.stopped,key_start_recall.keys,key_start_recall.rt,key_start_recall.duration,Old_New_Task.started,image_old_new.started,key_item.started,text_item.started,image_old_new.stopped,key_item.stopped,text_item.stopped,Old_New_Task.stopped,trial_item.key_item.keys,trial_item.key_item.corr,trial_item.key_item.rt,trial_item.key_item.duration,End_Old_New.started,text_end_item.started,key_resp_2.started,End_Old_New.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Explain_2AFC.started,text_explain_2afc.started,key_end_explain_2afc.started,Explain_2AFC.stopped,key_end_explain_2afc.keys,key_end_explain_2afc.rt,key_end_explain_2afc.duration,Exemplo_2AFC.started,image_ex_2AFC.started,image_ex_target.started,image_ex_lure.started,key_ex_2AFC.started,Exemplo_2AFC.stopped,trial_ex_2AFC.key_ex_2AFC.keys,trial_ex_2AFC.key_ex_2AFC.rt,trial_ex_2AFC.key_ex_2AFC.duration,trial_2AFC.started,image_scene_2AFC.started,key_2AFC.started,image_target.started,image_lure.started,trial_2AFC.stopped,trial_asso.key_2AFC.keys,trial_asso.key_2AFC.corr,trial_asso.key_2AFC.rt,trial_asso.key_2AFC.duration,image_scene_2AFC.stopped,key_2AFC.stopped,image_target.stopped,image_lure.stopped,end.started,text_end.started,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
32,,,,,,,,,,,,2.25,13,13,0,,,,,,Scenes_Dataset/elevator_A.jpg,"(600, 450)",Incongruent,Objects_Dataset/cake_tongs_retouched.png,"(300, 75)",old,left,Objects_Dataset/3d_glasses_retouched.png,"(300, 300)","(300, 200)","(300, -200)",up,None,None,num_1,0.8644724000005226,0.11177729999963049,,,,,,,,,,,,,,,,,,,,,,0,13,13,31,,,,,,,,,,,,,,,,,243.52887550000014,,,,,,,,,,,,,,243.51417899999979,243.52887550000014,245.74569299999985,246.00032250000004,245.7790525999999,245.98032479999983,,,,,,,,,,,,,,,,,,,,,,,,,245.99793959999988,246.00032250000004,246.00032250000004,248.49523080000017,248.49523080000017,248.49523080000017,250.99608489999991,250.99608489999991,250.99608489999991,250.9973845000004,None,None,num_1,0.8644724000005226,0.11177729999963049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
55,,,,,,,,,,,,2.1,14,14,0,,,,,,Scenes_Dataset/lake_A.jpg,"(600, 442)",Incongruent,Objects_Dataset/thermometer.png,"(300, 199)",old,left,Objects_Dataset/ticket_machine.png,"(200, 300)","(300, 200)","(300, -200)",up,None,None,num_1,1.3410297999998875,0.09576259999994363,,,,,,,,,,,,,,,,,,,,,,0,14,14,54,,,,,,,,,,,,,,,,,251.01215239999965,,,,,,,,,,,,,,250.9979215000003,251.01215239999965,253.24564230000033,253.5019352999998,253.1126723999996,253.47949289999997,,,,,,,,,,,,,,,,,,,,,,,,,253.4993231999997,253.5019352999998,253.5019352999998,255.97867330000008,255.97867330000008,255.97867330000008,258.47882579999987,258.47882579999987,258.47882579999987,258.4973608,None,None,num_1,1.3410297999998875,0.09576259999994363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
22,,,,,,,,,,,,3.05,15,15,0,,,,,,Scenes_Dataset/cavern_A.jpg,"(600, 410)",Congruent,Objects_Dataset/canteen.png,"(150, 250)",old,left,Objects_Dataset/hiking_boots.png,"(300, 300)","(300, -200)","(300, 200)",down,None,None,num_2,0.7060817000001407,0.1200661000002583,,,,,,,,,,,,,,,,,,,,,,0,15,15,21,,,,,,,,,,,,,,,,,258.5122406999999,,,,,,,,,,,,,,258.4982054000002,258.5122406999999,260.7289348000004,260.97898989999976,261.56760719999966,261.54596630000015,,,,,,,,,,,,,,,,,,,,,,,,,261.56475320000027,261.56760719999966,261.56760719999966,264.0453802000002,264.0453802000002,264.0453802000002,266.5456457999999,266.5456457999999,266.5456457999999,266.5638933,None,None,num_2,0.7060817000001407,0.1200661000002583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
37,,,,,,,,,,,,2.5,16,16,0,,,,,,Scenes_Dataset/vault_A.jpg,"(600, 398)",Incongruent,Objects_Dataset/fan.png,"(350, 350)",old,left,Objects_Dataset/cactus.png,"(300, 248)","(300, 200)","(300, -200)",up,None,None,num_1,0.7254624000006515,0.09605529999953433,,,,,,,,,,,,,,,,,,,,,,0,16,16,36,,,,,,,,,,,,,,,,,266.5793560000002,,,,,,,,,,,,,,266.5644771999996,266.5793560000002,268.79590480000024,269.04560909999964,269.0839575,269.06281769999987,,,,,,,,,,,,,,,,,,,,,,,,,269.08117289999973,269.0839575,269.0839575,271.5620227999998,271.5620227999998,271.5620227999998,274.06235259999994,274.06235259999994,274.06235259999994,274.0807848000004,None,None,num_1,0.7254624000006515,0.09605529999953433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
51,,,,,,,,,,,,3.2,17,17,0,,,,,,Scenes_Dataset/clinic_A.jpg,"(600, 400)",Incongruent,Objects_Dataset/juggling_balls_retouched.png,"(350, 197)",old,left,Objects_Dataset/sled_retouched.png,"(450, 286)","(300, 200)","(300, -200)",up,None,None,num_1,0.9326517999998032,0.10391870000057679,,,,,,,,,,,,,,,,,,,,,,0,17,17,50,,,,,,,,,,,,,,,,,274.09579510000003,,,,,,,,,,,,,,274.08174770000005,274.09579510000003,276.3125901000003,276.5625788999996,277.29600049999954,277.2797373000003,,,,,,,,,,,,,,,,,,,,,,,,,277.2926074999996,277.29600049999954,277.29600049999954,279.7789220000004,279.7789220000004,279.7789220000004,282.2791293,282.2791293,282.2791293,282.28005010000015,None,None,num_1,0.9326517999998032,0.10391870000057679,282.2959837999997,282.2959837999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
40,,,,,,,,,,,,2.65,18,18,0,,,,,,Scenes_Dataset/kindergarten_A.jpg,"(600, 338)",Incongruent,Objects_Dataset/payment_terminal.png,"(285, 300)",old,left,Objects_Dataset/message_bottle.png,"(284, 177)","(300, 200)","(300, -200)",up,None,None,num_1,0.698665599999913,0.11200519999965763,,,,,,,,,,,,,,,,,,,,,,0,18,18,39,,,,,,,,,,,,,,,,,282.2959837999997,,,,,,,,,,,,,,282.2803758,282.2959837999997,284.5293776999997,284.7793836000001,284.95073070000035,284.93015300000025,,,,,,,,,,,,,,,,,,,,,,,,,284.9482379000001,284.95073070000035,284.95073070000035,287.4289467999997,287.4289467999997,287.4289467999997,289.94604270000036,289.94604270000036,289.94604270000036,289.9477530000004,None,None,num_1,0.698665599999913,0.11200519999965763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
6,,,,,,,,,,,,2.25,19,19,0,,,,,,Scenes_Dataset/stationary_store_A.jpg,"(600, 370)",Congruent,Objects_Dataset/stapler.png,"(250, 178)",old,left,Objects_Dataset/envelope_retouched.png,"(250, 211)","(300, -200)","(300, 200)",down,None,None,num_3,0.9271929999995336,0.13592530000005354,,,,,,,,,,,,,,,,,,,,,,0,19,19,5,,,,,,,,,,,,,,,,,289.9642866000004,,,,,,,,,,,,,,289.9482313999997,289.9642866000004,292.1793981999999,292.43157210000027,292.2295415999997,292.4133990999999,,,,,,,,,,,,,,,,,,,,,,,,,292.4287482,292.43157210000027,292.43157210000027,294.91239419999965,294.91239419999965,294.91239419999965,297.41281510000044,297.41281510000044,297.41281510000044,297.43119019999995,None,None,num_3,0.9271929999995336,0.13592530000005354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
53,,,,,,,,,,,,2,20,20,0,,,,,,Scenes_Dataset/operating_room_A.jpg,"(600, 416)",Incongruent,Objects_Dataset/rope.png,"(300, 248)",old,left,Objects_Dataset/scooter_retouched.png,"(311, 350)","(300, 200)","(300, -200)",up,None,None,num_1,0.6516492999999173,0.11188040000070032,,,,,,,,,,,,,,,,,,,,,,0,20,20,52,,,,,,,,,,,,,,,,,297.44613200000003,,,,,,,,,,,,,,297.43184199999996,297.44613200000003,299.66325620000043,299.9210347999997,299.4462374000004,299.8970409000003,,,,,,,,,,,,,,,,,,,,,,,,,299.91879009999957,299.9210347999997,299.9210347999997,302.3960132000002,302.3960132000002,302.3960132000002,304.89642790000016,304.89642790000016,304.89642790000016,304.914436,None,None,num_1,0.6516492999999173,0.11188040000070032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
4,,,,,,,,,,,,2.15,21,21,0,,,,,,Scenes_Dataset/pastry_shop_A.jpg,"(600, 400)",Congruent,Objects_Dataset/cake_holder.png,"(300, 209)",old,left,Objects_Dataset/cake_tongs_retouched.png,"(300, 75)","(300, -200)","(300, 200)",down,None,None,num_3,1.3260641000006217,0.12784999999985303,,,,,,,,,,,,,,,,,,,,,,0,21,21,3,,,,,,,,,,,,,,,,,304.9296574,,,,,,,,,,,,,,304.9149844000003,304.9296574,307.1464328000002,307.4026018000004,307.07981610000024,307.38169629999993,,,,,,,,,,,,,,,,,,,,,,,,,307.3998945000003,307.4026018000004,307.4026018000004,309.8974890999998,309.8974890999998,309.8974890999998,312.3964431000004,312.3964431000004,312.3964431000004,312.3972590000003,None,None,num_3,1.3260641000006217,0.12784999999985303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
29,,,,,,,,,,,,2.1,22,22,0,,,,,,Scenes_Dataset/pool_B.jpg,"(600, 450)",Congruent,Objects_Dataset/slippers.png,"(280, 300)",old,left,Objects_Dataset/bikini.png,"(350, 350)","(300, -200)","(300, 200)",down,None,None,num_3,0.9170027999998638,0.12768659999983356,,,,,,,,,,,,,,,,,,,,,,0,22,22,28,,,,,,,,,,,,,,,,,312.41593040000043,,,,,,,,,,,,,,312.39763669999957,312.41593040000043,314.62979730000006,314.88528680000036,314.5298554000001,314.8635390999998,,,,,,,,,,,,,,,,,,,,,,,,,314.8824833999997,314.88528680000036,314.88528680000036,317.36280329999954,317.36280329999954,317.36280329999954,319.8630801999998,319.8630801999998,319.8630801999998,319.88171989999955,None,None,num_3,0.9170027999998638,0.12768659999983356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
28,,,,,,,,,,,,2.05,23,23,0,,,,,,Scenes_Dataset/public_toilet_A.jpg,"(600, 375)",Congruent,Objects_Dataset/hands_dryer.png,"(350, 267)",old,left,Objects_Dataset/paper_towel_dispenser.png,"(300, 400)","(300, -200)","(300, 200)",down,None,None,num_3,0.6650765999993382,0.13591100000030565,,,,,,,,,,,,,,,,,,,,,,0,23,23,27,,,,,,,,,,,,,,,,,319.8965973000004,,,,,,,,,,,,,,319.8827276000002,319.8965973000004,322.11337530000037,322.3770754999996,321.94633630000044,322.34799999999996,,,,,,,,,,,,,,,,,,,,,,,,,322.37416440000015,322.3770754999996,322.3770754999996,324.8464990000002,324.8464990000002,324.8464990000002,327.34926389999964,327.34926389999964,327.34926389999964,327.3500047999996,None,None,num_3,0.6650765999993382,0.13591100000030565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
38,,,,,,,,,,,,2.55,24,24,0,,,,,,Scenes_Dataset/garden_A.jpg,"(600, 446)",Incongruent,Objects_Dataset/airplane_belt.png,"(300, 249)",old,left,Objects_Dataset/saline_retouched.png,"(300, 225)","(300, 200)","(300, -200)",up,None,None,num_1,0.47429710000051273,0.12799699999959557,,,,,,,,,,,,,,,,,,,,,,0,24,24,37,,,,,,,,,,,,,,,,,327.36569150000014,,,,,,,,,,,,,,327.3502580000004,327.36569150000014,329.61353119999967,329.8635327000002,329.9356832000003,329.9139863999999,,,,,,,,,,,,,,,,,,,,,,,,,329.93305280000004,329.9356832000003,329.9356832000003,332.41324369999984,332.41324369999984,332.41324369999984,334.9159036000001,334.9159036000001,334.9159036000001,334.91649739999957,None,None,num_1,0.47429710000051273,0.12799699999959557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
10,,,,,,,,,,,,2.45,25,25,0,,,,,,Scenes_Dataset/toy_store_B.jpg,"(600, 415)",Congruent,Objects_Dataset/doll.png,"(191, 300)",old,left,Objects_Dataset/abacus.png,"(185, 200)","(300, -200)","(300, 200)",down,None,None,num_3,1.2390974999998434,0.14421190000030037,,,,,,,,,,,,,,,,,,,,,,0,25,25,9,,,,,,,,,,,,,,,,,334.9300105000002,,,,,,,,,,,,,,334.9167484999998,334.9300105000002,337.16380219999974,337.4201058999997,337.3800173999998,337.39735779999955,,,,,,,,,,,,,,,,,,,,,,,,,337.4173047000004,337.4201058999997,337.4201058999997,339.8964211000002,339.8964211000002,339.8964211000002,342.39689329999965,342.39689329999965,342.39689329999965,342.4148581999998,None,None,num_3,1.2390974999998434,0.14421190000030037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
1,,,,,,,,,,,,2,26,26,0,,,,,,Scenes_Dataset/office_work_A.jpg,"(600, 470)",Congruent,Objects_Dataset/staple_puller_retouched.png,"(400, 400)",old,left,Objects_Dataset/clock.png,"(250, 248)","(300, -200)","(300, 200)",down,None,None,num_3,0.8996111999995264,0.13587749999987864,,,,,,,,,,,,,,,,,,,,,,0,26,26,0,,,,,,,,,,,,,,,,,342.4301839,,,,,,,,,,,,,,342.4154316000004,342.4301839,344.64680940000017,344.9031057000002,344.4304093999999,344.8808863000004,,,,,,,,,,,,,,,,,,,,,,,,,344.9003800999999,344.9031057000002,344.9031057000002,347.38005580000026,347.38005580000026,347.38005580000026,349.8825445000002,349.8825445000002,349.8825445000002,349.8838391999998,None,None,num_3,0.8996111999995264,0.13587749999987864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
48,,,,,,,,,,,,3.05,27,27,0,,,,,,Scenes_Dataset/ballet_room_A.jpg,"(600, 398)",Incongruent,Objects_Dataset/hiking_boots.png,"(300, 300)",old,left,Objects_Dataset/bicycle_bell.png,"(250, 210)","(300, 200)","(300, -200)",up,None,None,num_1,0.8415271000003486,0.1359229999998206,,,,,,,,,,,,,,,,,,,,,,0,27,27,47,,,,,,,,,,,,,,,,,349.8973818000004,,,,,,,,,,,,,,349.8843360000001,349.8973818000004,352.1305900999996,352.38033780000023,352.95040679999966,352.9308106999997,,,,,,,,,,,,,,,,,,,,,,,,,352.94770549999976,352.95040679999966,352.95040679999966,355.43002720000004,355.43002720000004,355.43002720000004,357.93043620000026,357.93043620000026,357.93043620000026,357.94840920000024,None,None,num_1,0.8415271000003486,0.1359229999998206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
49,,,,,,,,,,,,3.1,28,28,0,,,,,,Scenes_Dataset/restaurant_A.jpg,"(600, 400)",Incongruent,Objects_Dataset/comb.png,"(250, 250)",old,left,Objects_Dataset/football_boots.png,"(300, 300)","(300, 200)","(300, -200)",up,None,None,num_1,1.044697599999381,0.12003340000046592,,,,,,,,,,,,,,,,,,,,,,0,28,28,48,,,,,,,,,,,,,,,,,357.96379439999964,,,,,,,,,,,,,,357.94894399999976,357.96379439999964,360.1805049000004,360.4306233999996,361.06794919999993,361.04758180000044,,,,,,,,,,,,,,,,,,,,,,,,,361.0653288000003,361.06794919999993,361.06794919999993,363.5467778000002,363.5467778000002,363.5467778000002,366.0472257000001,366.0472257000001,366.0472257000001,366.0650787000004,None,None,num_1,1.044697599999381,0.12003340000046592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
20,,,,,,,,,,,,2.95,29,29,0,,,,,,Scenes_Dataset/basketball_field_A.jpg,"(600, 399)",Congruent,Objects_Dataset/whistle.png,"(200, 151)",old,left,Objects_Dataset/basketball.png,"(282, 300)","(300, -200)","(300, 200)",down,None,None,num_3,1.789420300000529,0.1278069999998479,,,,,,,,,,,,,,,,,,,,,,0,29,29,19,,,,,,,,,,,,,,,,,366.0805683999997,,,,,,,,,,,,,,366.0655913999999,366.0805683999997,368.29742819999956,368.54725979999967,369.0380705999996,369.01653369999985,,,,,,,,,,,,,,,,,,,,,,,,,369.0355185999997,369.0380705999996,369.0380705999996,371.5302155999998,371.5302155999998,371.5302155999998,374.03082319999976,374.03082319999976,374.03082319999976,374.0321584000003,None,None,num_3,1.789420300000529,0.1278069999998479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
45,,,,,,,,,,,,2.9,30,30,0,,,,,,Scenes_Dataset/factory_B.jpg,"(600, 415)",Incongruent,Objects_Dataset/shield.png,"(199, 300)",old,left,Objects_Dataset/trumpet_retouched.png,"(300, 122)","(300, 200)","(300, -200)",up,None,None,num_1,1.1606269000003522,0.1358870999993087,,,,,,,,,,,,,,,,,,,,,,0,30,30,44,,,,,,,,,,,,,,,,,374.0472937000004,,,,,,,,,,,,,,374.0326409999998,374.0472937000004,376.2806819999996,376.5327434000001,376.95757440000034,376.9331081,,,,,,,,,,,,,,,,,,,,,,,,,376.9545562000003,376.95757440000034,376.95757440000034,379.44697519999954,379.44697519999954,379.44697519999954,381.94737350000014,381.94737350000014,381.94737350000014,381.94868119999956,None,None,num_1,1.1606269000003522,0.1358870999993087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
43,,,,,,,,,,,,2.8,31,31,0,,,,,,Scenes_Dataset/home_office_A.jpg,"(600, 399)",Incongruent,Objects_Dataset/bicycle_bell.png,"(250, 210)",old,left,Objects_Dataset/unicycle_retouched.png,"(159, 300)","(300, 200)","(300, -200)",up,None,None,num_1,1.624340200000006,0.1440068000001702,,,,,,,,,,,,,,,,,,,,,,0,31,31,42,,,,,,,,,,,,,,,,,381.9640264999998,,,,,,,,,,,,,,381.9491968000002,381.9640264999998,384.1976168000001,384.4479809000004,384.77184020000004,384.7483886,,,,,,,,,,,,,,,,,,,,,,,,,384.76924130000043,384.77184020000004,384.77184020000004,387.24713280000014,387.24713280000014,387.24713280000014,389.76419689999966,389.76419689999966,389.76419689999966,389.76555610000014,None,None,num_1,1.624340200000006,0.1440068000001702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
